text,Comment,Pattern Category,Pattern Type,Where in website?,label
Last Shape Guide,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
 Baby & Toddler Toys ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Shipping Insurance Remove Insurance,Banner,Sneaking,Limited-time Message,Product Page,1.0
Clocks ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
 Cat's Eye Beads ,Account creation,Not Dark Pattern,Not Applicable,Product Page,0.0
Shop now. Pay later. Always interest-free,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Stay with us in India,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
No thanks. I don’t want deals.,Popup,Misdirection,Confirmshaming,Product Page,1.0
Wyse Thin Client,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
AdjustableBucketHeadbandsSale Items- View All -,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
 Every bicycle tells a story ,Doesn't tell you about the recurring charge until final review.,Not Dark Pattern,Not Applicable,Product Page,0.0
" This site uses cookies to provide and improve your shopping experience. If you want to benefit from this improved service, please opt-in. ",Account creation,Not Dark Pattern,Not Applicable,Checkout Process,0.0
Add and save!,After adding to cart you're shown a full page popup,Misdirection,Pressured Selling,Product Page,1.0
Intercoms & Doorbells,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Boys Purple School Uniforms,Banner/Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
RECENTLY VIEWED 2 others viewed this in the last few hours,Product detail,Social Proof,Activity Notification,Product Page,1.0
2 viewed per hour,Product detail,Social Proof,Activity Notification,Product Page,1.0
1 other customers have this item in their shopping cart,Product image,Social Proof,Activity Notification,Product Page,1.0
ONLY A FEW LEFT IN STOCK,Product detail,Scarcity,Low-stock Message,Product Page,1.0
1day21:04:58,Product detail. Resets.,Urgency,Countdown Timer,Cart Page,1.0
Fashion Forms,Account creation,Not Dark Pattern,Not Applicable,Cart Page,0.0
Stock Low : 6 items left.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"NO, I'LL PAY FULL PRICE",Popup,Misdirection,Confirmshaming,Product Page,1.0
Terrarium Light Canopies,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"HURRY, LOW IN STOCK!",Product detail,Scarcity,Low-stock Message,Product Page,1.0
Only 4 copies left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
2 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Feedback,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
2 DAYS 13:06:13,Product detail,Urgency,Countdown Timer,Product Page,1.0
Receive news and updates on new products,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
5338 people bought this,Product detail,Social Proof,Activity Notification,Product Page,1.0
2 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
 dFresh - Fresh Products ,Product detail,Not Dark Pattern,Not Applicable,Cart Page,0.0
Thanks! -RMO Team,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
"6,743 people have viewed recently",Product detail,Social Proof,Activity Notification,Product Page,1.0
Selling fast!,Product detail,Scarcity,High-demand Message,Product Page,1.0
Welcome To Hotter us,Call to cancel,Not Dark Pattern,Not Applicable,Other Page,0.0
ON SALE: Select Seasonal T-Shirts only $19.99! Limited time only! Save Now!,Product detail,Urgency,Limited-time Message,Product Page,1.0
" To enable notifications, click 'Allow' when prompted. ",Detail section for opt-out,Not Dark Pattern,Not Applicable,Cart Page,0.0
 PHX Mercury ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Easy Release Cleat Kit,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
111 people have purchased this item,Right side popup,Social Proof,Activity Notification,Product Page,1.0
Flowers Trivia:,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Your order is reserved for 09:58 minutes!,Cart remains but message goes away,Urgency,Countdown Timer,Checkout Process,1.0
I've recommended The Keeper of Lost Things to everyone.,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Banner,Urgency,Limited-time Message,Product Page,1.0
"1 Netflix offer: Not available to customers with an active Netflix offer from Vodafone. Available only on Red+ Lite, Unlimited, Red+ Essentials and Red+ until the 8th of August 2019. Exit fee of $60 applies if you exit or transfer your plan before 6 months. Plan exit fees may also apply. Netflix Offer: One year Netflix ‘Standard’ plan ($14.99 a month) credit will be applied to your Netflix account on activation. At the end of your credit, you will be charged at your Netflix plan rate unless you cancel your Netflix subscription. Cancel Netflix at any time. Netflix compatible device required. See eligible plans and full Netflix terms.",Email to cancel,Sneaking,Hard to Cancel,Other Page,1.0
Celebrity Synthetic Wigs,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
1626 people seeing this product right now,On the product image,Social Proof,Activity Notification,Product Page,1.0
"Book picture is for illustrative purposes only, actual binding, cover or edition may vary.",Call to cancel auto-renewal,Not Dark Pattern,Not Applicable,Product Page,0.0
 Glow Gear ,Adding to cart results in insurance popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Converse,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Stay Connected,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only 1 left in Stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
sales@ecklers.net,Call/email to cancel membership,Not Dark Pattern,Not Applicable,Other Page,0.0
0 Days 2 Hours 57 Minutes 53 Seconds,Product detail,Urgency,Countdown Timer,Product Page,1.0
Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,Periodic popup,Social Proof,Activity Notification,Product Page,1.0
Only 34 Left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"William in Pago Pago, United States purchased a",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
"No thanks, I don’t like fun and games.",Popup,Misdirection,Confirmshaming,Product Page,1.0
"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",Adding to cart results in insurance popup,Misdirection,Pressured Selling,Product Page,1.0
Explore The NRA Universe Of Websites,Product image,Not Dark Pattern,Not Applicable,Product Page,0.0
New In Special Occasion,Popup asking to buy more through bundles,Not Dark Pattern,Not Applicable,Product Page,0.0
"› New Year, New Kit Sale",Banner/Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
"HURRY, ORDER WITHIN 16h 59m 06s TO GET 35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35",Product detail. Below ATC.,Urgency,Countdown Timer,Product Page,1.0
 Title of Review ,Product image,Not Dark Pattern,Not Applicable,Product Page,0.0
We uses cookies (and similar techniques) to provide you with better products and services. Your permission will be confirmed if you continue using this website.Read more,Account creation,Not Dark Pattern,Not Applicable,Checkout Process,0.0
LAST CHANCE TO SAVE... enter your email to Save 20% on your first order 00 hours :29 minutes :43 seconds,Conversion pirate,Urgency,Countdown Timer,Product Page,1.0
OFFER EXPIRES IN: YES NO Want 10% Off Your First Order? 7 minutes 35 seconds,Popup,Urgency,Countdown Timer,Product Page,1.0
Cellular/Honeycomb Shades,Call to cancel subscription,Not Dark Pattern,Not Applicable,Cart Page,0.0
113 people have viewed in the last 24hrs,Product image,Social Proof,Activity Notification,Product Page,1.0
Epilepsy Safe Profile: this profile enables people with epilepsy to safely use the website by eliminating the risk of seizures resulting from flashing or blinking animations and risky color combinations.,"All products are either last or low on stock, or have a sellout risk of moderate/high/very high/extremeley high",Not Dark Pattern,Not Applicable,Other Page,0.0
"Jamie in Nashville, United States purchased",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",Periodic popup,Social Proof,Activity Notification,Product Page,1.0
Don't miss out! We've sold 38 in the last few days.,Product detail,Social Proof,Activity Notification,Product Page,1.0
"No, thank you. I prefer to pay the full price",Popup,Misdirection,Confirmshaming,Product Page,1.0
"No Thanks, I don't like exclusive deals.",Popup,Misdirection,Confirmshaming,Product Page,1.0
Loading interface...,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
 SAF Warriors ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
 Lens Manual Washer ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
"No thanks, I'd like 0% off",Popup,Misdirection,Confirmshaming,Product Page,1.0
Warm Tips,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
 Our Carbon Footprint ,Add product to cart results in a popup asking you to also buy the Glasses,Not Dark Pattern,Not Applicable,Product Page,0.0
 Women's Summer New Clerk Large Size Loose Cotton And Linen Blouse ,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
Uncheck the box if you prefer not to receive email updates.,Double negative,Misdirection,Trick Questions,Product Page,1.0
| Add to Compare,Shown for all. Not defined,Not Dark Pattern,Not Applicable,Product Page,0.0
"No Thanks, I Don't Want a Free Gift",Popup,Misdirection,Confirmshaming,Product Page,1.0
 World of Sweats ,Product image,Not Dark Pattern,Not Applicable,Product Page,0.0
This item is in high demand.,Product detail,Scarcity,High-demand Message,Product Page,1.0
Cargo Trousers,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Hair Bundles With Closure,"Clicking on the offer for free shipping without clicking ""learn more"" doesn't reveal additional costs",Not Dark Pattern,Not Applicable,Product Page,0.0
BreakThrough,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
ONLY 1 LEFT! GET IT NOW!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
"Our most recent customers are from New Rochelle, Roseville, and Brooksville",Checkout page,Social Proof,Activity Notification,Cart Page,1.0
ShopClose menu,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Used Rifles,Call to cancel,Not Dark Pattern,Not Applicable,Other Page,0.0
ONLY 4 LEFT,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Limited quantity! ,Product detail,Scarcity,Low-stock Message,Product Page,1.0
DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Product detail,Misdirection,Low-stock Message,Product Page,1.0
Hurry! Only 15 left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
 Motocross Boots ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
 Remove Product? ,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
 Nursery ,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Footwear Accessories,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only a few more left!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
0011Days:0088Hours:4411Minutes:21125445Seconds,Cart,Urgency,Pressured Selling,Cart Page,1.0
and future features included!,Popup,Not Dark Pattern,Not Applicable,Product Page,0.0
69 people are viewing this,Product detail,Social Proof,Activity Notification,Product Page,1.0
Only 4 items left in stock.,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Natural Backgrounds,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
Speed Lace Accessory Kit - Orange,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
"No Thanks, I Prefer Paying Full Price",Popup,Misdirection,Confirmshaming,Product Page,1.0
"Package RecyclingWe do try when possible to reuse packaging from our own suppliers in order to send purchased items to our customers, we ask if the packaging is still in good condition after you've received your goods then please try to use it again or recycle if not possible.",Call to cancel,Not Dark Pattern,Not Applicable,Checkout Process,0.0
"Ends in 1 Days, 4 Minutes, 44 Seconds",Product detail,Urgency,Countdown Timer,Product Page,1.0
In Stock - Limited Quantity,Product detail,Scarcity,Low-stock Message,Product Page,1.0
on Freight,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
Canvas Wall Art,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only 8 left in stock. Almost Gone!,Product detail,Scarcity,Low-stock Message,Product Page,1.0
JFN V Neck Lace Cut-Out Basic T-Shirt/Tee,Product detail,Not Dark Pattern,Not Applicable,Product Page,0.0
or,Call to cancel,Not Dark Pattern,Not Applicable,Other Page,0.0
 Short Sleeve Dresses ,Periodic popup,Not Dark Pattern,Not Applicable,Product Page,0.0
"Limited time only: FREE SHIPPING on all orders, no minimum required!",Banner,Urgency,Limited-time Message,Product Page,1.0
"No thanks, I don't like promotions and exclusive content.",Popup,Misdirection,Confirmshaming,Product Page,1.0
 Shop All Lehenga Choli ,Banner,Not Dark Pattern,Not Applicable,Product Page,0.0
Lack Of Color,Product image,Not Dark Pattern,Not Applicable,Product Page,0.0
 Eye Protection,Adds insurance by default,Not Dark Pattern,Not Applicable,Product Page,0.0
10 Left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
 REPLACE-WITH-DYANMIC-HOST-ID,"Clicking on the offer for free shipping without clicking ""learn more"" doesn't reveal additional costs",Not Dark Pattern,Not Applicable,Product Page,0.0
TVs,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
Only 2 left,Product detail,Scarcity,Low-stock Message,Product Page,1.0
Temporary Tattoos,Cart,Not Dark Pattern,Not Applicable,Other Page,0.0
3Days01:49:51 Left,Adds free gifts to inflate discount,Urgency,Countdown Timer,Product Page,1.0
Log in / Create an account,Shown for all products,Not Dark Pattern,Not Applicable,Checkout Process,0.0
Your order is reserved for 07:28 minutes!,Conversion pirate,Urgency,Countdown Timer,Checkout Process,1.0
" is full of sorrow and joy that weaves the life stories of its characters, exploring relationships, illness and loss * Manchester Weekly News *",After adding to cart you're shown a full page popup,Not Dark Pattern,Not Applicable,Product Page,0.0
OH SO POPULAR! 21 bought in the last 7 days.,Product image,Social Proof,Activity Notification,Product Page,1.0
"No Thanks, I'll Pay Full Price",Popup,Misdirection,Confirmshaming,Product Page,1.0
Card Storage,Call to cancel,Not Dark Pattern,Not Applicable,Other Page,0.0
2 customers recently bought it,Product detail,Social Proof,Activity Notification,Product Page,1.0
Only 1 left in stock,Product detail,Scarcity,Low-stock Message,Product Page,1.0
